Staten Island Rolling Sales File.  All Sales From February 2016 - January 2017.,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sales File as of 2/13/2017  Co-op Sales Files as of 2/11/2017,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Neighborhood Names and Descriptive Data as of 5/26/2016,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Building Class Category is based on Building Class at Time of Sale.,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
BOROUGH, NEIGHBORHOOD , BUILDING CLASS CATEGORY , TAX CLASS AT PRESENT , BLOCK , LOT , EASE-MENT , BUILDING CLASS AT PRESENT , ADDRESS , APARTMENT NUMBER , ZIP CODE , RESIDENTIAL UNITS , COMMERCIAL UNITS , TOTAL UNITS , LAND SQUARE FEET , GROSS SQUARE FEET , YEAR BUILT , TAX CLASS AT TIME OF SALE , BUILDING CLASS AT TIME OF SALE , SALE PRICE , SALE DATE 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1239 , 11 ,   , B3 , 105 MERSEREAU AVENUE ,   , 10303 , 2 , 0 , 2 , 6750 , 1608 , 1905 , 1 , B3 , 330057 , 42732 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1239 , 11 ,   , B3 , 105 MERSEREAU AVENUE ,   , 10303 , 2 , 0 , 2 , 6750 , 1608 , 1905 , 1 , B3 , 100 , 42702 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1239 , 18 ,   , A1 , 93 MERSEREAU AVENUE ,   , 10303 , 1 , 0 , 1 , 3263 , 1484 , 1905 , 1 , B2 , 0 , 42723 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1246 , 91 ,   , B2 , 266 HARBOR ROAD ,   , 10303 , 2 , 0 , 2 , 4512 , 1676 , 2006 , 1 , B2 , 350000 , 42541 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1249 , 137 ,   , B3 , 14 SAMUEL PLACE ,   , 10303 , 2 , 0 , 2 , 3000 , 1404 , 1915 , 1 , B3 , 395000 , 42492 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1252 , 112 ,   , B2 , 71 CHRISTOPHER STREET ,   , 10303 , 2 , 0 , 2 , 7105 , 2334 , 1901 , 1 , B2 , 0 , 42632 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1253 , 5 ,   , B2 , 79 GRANDVIEW AVENUE ,   , 10303 , 2 , 0 , 2 , 3265 , 1200 , 2002 , 1 , B2 , 0 , 42620 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1254 , 133 ,   , B2 , 64 GRANDVIEW AVENUE ,   , 10303 , 2 , 0 , 2 , 3356 , 2918 , 2010 , 1 , B2 , 0 , 42495 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1254 , 137 ,   , B2 , 76 GRANDVIEW AVENUE ,   , 10303 , 2 , 0 , 2 , 3370 , 2918 , 2010 , 1 , B2 , 450000 , 42468 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1255 , 1 ,   , B2 , 181 GRANDVIEW AVENUE ,   , 10303 , 2 , 0 , 2 , 4445 , 2668 , 2015 , 1 , B2 , 505986 , 42419 
5, MARINERS HARBOR , 02 TWO FAMILY DWELLINGS                     , 1 , 1255 , 2 ,   , B2 , 177 GRANDVIEW AVENUE ,   , 10303 , 2 , 0 , 2 , 3987 , 2692 , 2015 , 1 , B2 , 495000 , 42404 
5, MARINERS HARBOR , 03 THREE FAMILY DWELLINGS                   , 1 , 1148 , 1 ,   , C0 , 874 RICHMOND AVENUE ,   , 10303 , 3 , 0 , 3 , 8208 , 1500 , 1931 , 1 , C0 , 0 , 42641 
5, MARINERS HARBOR , 03 THREE FAMILY DWELLINGS                   , 1 , 1148 , 44 ,   , C0 , 463 MORNINGSTAR ROAD ,   , 10303 , 3 , 0 , 3 , 4195 , 2068 , 1975 , 1 , C0 , 419000 , 42551 
5, MARINERS HARBOR , 04 TAX CLASS 1 CONDOS                       , 1A , 1222 , 1008 ,   , R3 , 269 MAPLE PARKWAY , 128 , 10303 , 1 , 0 , 1 , 0 , 0 , 1989 , 1 , R3 , 223670 , 42681 
5, MARINERS HARBOR , 04 TAX CLASS 1 CONDOS                       , 1A , 1222 , 1009 ,   , R3 , 267 MAPLE PARKWAY , 129 , 10303 , 1 , 0 , 1 , 0 , 0 , 1989 , 1 , R3 , 119000 , 42576 
5, MARINERS HARBOR , 04 TAX CLASS 1 CONDOS                       , 1A , 1222 , 1009 ,   , R3 , 267 MAPLE PARKWAY , 129 , 10303 , 1 , 0 , 1 , 0 , 0 , 1989 , 1 , R3 , 32000 , 42432 
5, MARINERS HARBOR , 04 TAX CLASS 1 CONDOS                       , 1A , 1222 , 1010 ,   , R3 , 267 MAPLE PARKWAY , 130 , 10303 , 1 , 0 , 1 , 0 , 0 , 1989 , 1 , R3 , 130000 , 42576 
5, MARINERS HARBOR , 04 TAX CLASS 1 CONDOS                       , 1A , 1223 , 1002 ,   , R3 , 365 UNION AVENUE , 18 , 10303 , 1 , 0 , 1 , 0 , 0 , 2004 , 1 , R3 , 305000 , 42517 
5, MARINERS HARBOR , 04 TAX CLASS 1 CONDOS                       , 1A , 1223 , 1009 ,   , R3 , 351 UNION AVENUE , 25 , 10303 , 1 , 0 , 1 , 0 , 0 , 2004 , 1 , R3 , 320000 , 42720 
5, MARINERS HARBOR , 04 TAX CLASS 1 CONDOS                       , 1A , 1223 , 1018 ,   , R3 , 28 SPIRIT LANE , 34 , 10303 , 1 , 0 , 1 , 0 , 0 , 2004 , 1 , R3 , 290000 , 42625 
5, MARINERS HARBOR , 04 TAX CLASS 1 CONDOS                       , 1A , 1223 , 1045 ,   , R3 , 254 MAPLE PARKWAY , 87 , 10303 , 1 , 0 , 1 , 0 , 0 , 2004 , 1 , R3 , 285000 , 42578 
5, MARINERS HARBOR , 04 TAX CLASS 1 CONDOS                       , 1A , 1223 , 1049 ,   , R3 , 264 MAPLE PARKWAY , 91 , 10303 , 1 , 0 , 1 , 0 , 0 , 2004 , 1 , R3 , 310000 , 42573 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1152 , 28 ,   , V0 , WINANT STREET ,   , 0 , 0 , 0 , 0 , 6800 , 0 , 0 , 1 , V0 , 5000 , 42526 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1152 , 28 ,   , V0 , WINANT STREET ,   , 0 , 0 , 0 , 0 , 6800 , 0 , 0 , 1 , V0 , 0 , 42583 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1152 , 28 ,   , V0 , WINANT STREET ,   , 0 , 0 , 0 , 0 , 6800 , 0 , 0 , 1 , V0 , 13000 , 42537 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1152 , 31 ,   , V3 , N/A WINANT STREET ,   , 10303 , 0 , 0 , 0 , 11152 , 0 , 0 , 1 , V3 , 0 , 42466 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1158 , 45 ,   , V0 , WRIGHT AVENUE ,   , 10303 , 0 , 0 , 0 , 3250 , 0 , 0 , 1 , V0 , 449000 , 42453 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1158 , 145 ,   , V0 , WRIGHT AVENUE ,   , 10303 , 0 , 0 , 0 , 3030 , 0 , 0 , 1 , V0 , 105000 , 42403 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1196 , 196 ,   , V0 , VAN NAME AVENUE ,   , 10303 , 0 , 0 , 0 , 3498 , 0 , 0 , 1 , V0 , 153000 , 42487 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1196 , 197 ,   , V0 , N/A VAN NAME AVENUE ,   , 10303 , 0 , 0 , 0 , 3522 , 0 , 0 , 1 , V0 , 0 , 42487 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1198 , 105 ,   , V0 , SIMONSON AVENUE ,   , 0 , 0 , 0 , 0 , 1140 , 0 , 0 , 1 , V0 , 330000 , 42663 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1198 , 106 ,   , V0 , N/A SIMONSON AVENUE ,   , 0 , 0 , 0 , 0 , 2850 , 0 , 0 , 1 , V0 , 0 , 42663 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1198 , 107 ,   , V0 , N/A SIMONSON AVENUE ,   , 0 , 0 , 0 , 0 , 2850 , 0 , 0 , 1 , V0 , 0 , 42663 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1213 , 52 ,   , V0 , 47 UNION AVENUE ,   , 10303 , 0 , 0 , 0 , 4060 , 0 , 0 , 1 , V0 , 529490 , 42670 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1215 , 34 ,   , V0 , MAPLE PARKWAY ,   , 0 , 0 , 0 , 0 , 4840 , 0 , 0 , 1 , V0 , 0 , 42592 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1226 , 84 ,   , V0 , 35 LEYDEN AVENUE ,   , 10303 , 0 , 0 , 0 , 2538 , 0 , 0 , 1 , V0 , 441090 , 42580 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1226 , 86 ,   , V0 , 39 LEYDEN AVENUE ,   , 10303 , 0 , 0 , 0 , 2538 , 0 , 0 , 1 , V0 , 445146 , 42606 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1227 , 75 ,   , V0 , N/A BUSH AVENUE ,   , 10303 , 0 , 0 , 0 , 2500 , 0 , 0 , 1 , V0 , 0 , 42418 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1227 , 75 ,   , V0 , N/A BUSH AVENUE ,   , 10303 , 0 , 0 , 0 , 2500 , 0 , 0 , 1 , V0 , 0 , 42418 
5, MARINERS HARBOR , 05 TAX CLASS 1 VACANT LAND                  , 1B , 1234 , 93 ,   , V0 , 370 UNION AVENUE ,   , 10303 , 0 , 0 , 0 , 2800 , 0 , 0 , 1 , V0 , 0 , 42713 
5, MARINERS HARBOR , 07 RENTALS - WALKUP APARTMENTS              , 2A , 1136 , 120 ,   , C3 , 303 MORNINGSTAR ROAD ,   , 10303 , 4 , 0 , 4 , 5000 , 2740 , 1931 , 2 , C3 , 0 , 42598 
5, MARINERS HARBOR , 07 RENTALS - WALKUP APARTMENTS              , 2A , 1136 , 120 ,   , C3 , 303 MORNINGSTAR ROAD ,   , 10303 , 4 , 0 , 4 , 5000 , 2740 , 1931 , 2 , C3 , 0 , 42598 
5, MARINERS HARBOR , 07 RENTALS - WALKUP APARTMENTS              , 2 , 1136 , 237 ,   , C9 , 40 WILLOW ROAD WEST , 52 , 10303 , 52 , 2 , 54 , 70000 , 33964 , 1973 , 2 , C9 , 7200000 , 42569 
5, MARINERS HARBOR , 14 RENTALS - 4-10 UNIT                      , 2B , 1213 , 81 ,   , S9 , 2912 RICHMOND TERRACE ,   , 10303 , 4 , 3 , 7 , 5008 , 5700 , 1955 , 2 , S9 , 499900 , 42551 
5, MARINERS HARBOR , 22 STORE BUILDINGS                          , 4 , 1182 , 8 ,   , K1 , 1855 FOREST AVENUE ,   , 10303 , 0 , 3 , 3 , 1152 , 1200 , 2000 , 4 , K1 , 810000 , 42690 
5, MARINERS HARBOR , 22 STORE BUILDINGS                          , 4 , 1182 , 9 ,   , K2 , 1857 FOREST AVENUE ,   , 10303 , 0 , 2 , 2 , 1152 , 2850 , 2000 , 4 , K1 , 0 , 42690 
5, MARINERS HARBOR , 22 STORE BUILDINGS                          , 4 , 1213 , 84 ,   , K2 , 2910 RICHMOND TERRACE ,   , 10303 , 0 , 1 , 1 , 1700 , 1700 , 1992 , 4 , K2 , 100000 , 42438 
5, MARINERS HARBOR , 22 STORE BUILDINGS                          , 4 , 1222 , 100 ,   , K5 , 2005 FOREST AVENUE ,   , 10303 , 0 , 1 , 1 , 20321 , 3279 , 1995 , 4 , K5 , 0 , 42493 
5, MARINERS HARBOR , 27 FACTORIES                                , 4 , 1161 , 1 ,   , F9 , 125 LAKE AVENUE ,   , 10303 , 0 , 1 , 1 , 331102 , 166543 , 1945 , 4 , F5 , 8050000 , 42682 
5, MARINERS HARBOR , 27 FACTORIES                                , 4 , 1257 , 75 ,   , F1 , 234 GRANDVIEW AVENUE ,   , 10303 , 0 , 1 , 1 , 10300 , 5000 , 1950 , 4 , F1 , 925000 , 42681 
5, MARINERS HARBOR , 27 FACTORIES                                , 4 , 1257 , 75 ,   , F1 , 234 GRANDVIEW AVENUE ,   , 10303 , 0 , 1 , 1 , 10300 , 5000 , 1950 , 4 , F1 , 0 , 42681 
5, MARINERS HARBOR , 29 COMMERCIAL GARAGES                       , 4 , 1125 , 65 ,   , G2 , 11 MORNINGSTAR ROAD ,   , 10303 , 0 , 1 , 1 , 26200 , 12190 , 1931 , 4 , G2 , 1475000 , 42592 
5, MARINERS HARBOR , 29 COMMERCIAL GARAGES                       , 4 , 1182 , 10 ,   , G7 , N/A FOREST AVENUE ,   , 10303 , 0 , 0 , 0 , 1152 , 0 , 2000 , 4 , G7 , 0 , 42690 
5, MARINERS HARBOR , 30 WAREHOUSES                               , 4 , 1152 , 91 ,   , E1 , 154 MORNINGSTAR ROAD ,   , 10303 , 0 , 2 , 2 , 2620 , 1600 , 1931 , 4 , E1 , 475000 , 42466 
5, MARINERS HARBOR , 30 WAREHOUSES                               , 4 , 1161 , 12 ,   , E9 , 175 LAKE AVENUE ,   , 10303 , 0 , 1 , 1 , 58332 , 31662 , 1945 , 4 , E1 , 4040000 , 42592 
5, MARINERS HARBOR , 30 WAREHOUSES                               , 4 , 1206 , 23 ,   , E9 , 3001 RICHMOND TERRACE ,   , 10303 , 0 , 1 , 1 , 95832 , 2900 , 1931 , 4 , E9 , 2750000 , 42598 
5, MARINERS HARBOR , 31 COMMERCIAL VACANT LAND                   , 4 , 1155 , 5 ,   , V1 , WALKER STREET ,   , 0 , 0 , 0 , 0 , 4700 , 0 , 0 , 4 , V1 , 750000 , 42647 
5, MARINERS HARBOR , 31 COMMERCIAL VACANT LAND                   , 4 , 1155 , 176 ,   , V1 , PULASKI AVENUE ,   , 10303 , 0 , 0 , 0 , 4619 , 0 , 0 , 4 , V1 , 0 , 42688 
5, MARINERS HARBOR , 31 COMMERCIAL VACANT LAND                   , 4 , 1155 , 176 ,   , V1 , PULASKI AVENUE ,   , 10303 , 0 , 0 , 0 , 4619 , 0 , 0 , 4 , V1 , 365000 , 42475 
5, MARINERS HARBOR , 31 COMMERCIAL VACANT LAND                   , 4 , 1155 , 178 ,   , V1 , N/A PULASKI AVENUE ,   , 10303 , 0 , 0 , 0 , 4420 , 0 , 0 , 4 , V1 , 0 , 42688 
5, MARINERS HARBOR , 31 COMMERCIAL VACANT LAND                   , 4 , 1155 , 178 ,   , V1 , N/A PULASKI AVENUE ,   , 10303 , 0 , 0 , 0 , 4420 , 0 , 0 , 4 , V1 , 0 , 42475 
5, MARINERS HARBOR , 31 COMMERCIAL VACANT LAND                   , 4 , 1227 , 55 ,   , V1 , RICHMOND TERRACE ,   , 10303 , 0 , 0 , 0 , 3000 , 0 , 0 , 4 , V1 , 85000 , 42475 
5, MARINERS HARBOR , 33 EDUCATIONAL FACILITIES                   , 4 , 1155 , 10 ,   , W8 , 275 WALKER STREET ,   , 10303 , 0 , 3 , 3 , 4368 , 6400 , 1989 , 4 , W8 , 0 , 42647 
5, MARINERS HARBOR , 41 TAX CLASS 4 - OTHER                      , 4 , 1161 , 182 ,   , Z9 , GRANITE AVENUE ,   , 0 , 0 , 0 , 0 , 2900 , 0 , 0 , 4 , Z9 , 180000 , 42682 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3380 , 91 ,   , A1 , 303 LIBERTY AVENUE ,   , 10305 , 1 , 0 , 1 , 6200 , 1274 , 1925 , 1 , A1 , 0 , 42548 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3475 , 35 ,   , A1 , 391 PATTERSON AVENUE ,   , 10305 , 1 , 0 , 1 , 3400 , 1580 , 1925 , 1 , A1 , 170000 , 42574 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3475 , 37 ,   , A3 , 397 PATTERSON AVENUE ,   , 10305 , 1 , 0 , 1 , 3400 , 2985 , 2015 , 1 , A3 , 672045 , 42583 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3478 , 116 ,   , A5 , 652 SEAVIEW AVENUE ,   , 10305 , 1 , 0 , 1 , 1670 , 1700 , 2000 , 1 , A5 , 485000 , 42586 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     ,   , 3478 , 126 ,   ,   , 670 SEAVIEW AVENUE ,   , 10305 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , A5 , 456198 , 42747 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3481 , 18 ,   , A6 , 752 SEAVIEW AVENUE ,   , 10305 , 1 , 0 , 1 , 2000 , 728 , 1910 , 1 , A6 , 301684 , 42613 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3650 , 45 ,   , A5 , 319 BUEL AVENUE ,   , 10305 , 1 , 0 , 1 , 2921 , 1440 , 1992 , 1 , A5 , 0 , 42421 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3650 , 56 ,   , A1 , 297 BUEL AVENUE ,   , 10305 , 1 , 0 , 1 , 7620 , 1580 , 1930 , 1 , A1 , 600000 , 42544 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3650 , 100 ,   , A2 , 375 BUEL AVENUE ,   , 10305 , 1 , 0 , 1 , 5292 , 1040 , 1955 , 1 , A2 , 455000 , 42613 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3650 , 102 ,   , A2 , 371 BUEL AVENUE ,   , 10305 , 1 , 0 , 1 , 5334 , 1040 , 1955 , 1 , A2 , 428000 , 42409 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3651 , 94 ,   , A1 , 325 DONGAN HILLS AVENUE ,   , 10305 , 1 , 0 , 1 , 3600 , 1324 , 1920 , 1 , A1 , 339200 , 42585 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3655 , 25 ,   , A9 , 350 DONGAN HILLS AVENUE ,   , 10305 , 1 , 0 , 1 , 2755 , 1040 , 1970 , 1 , A9 , 0 , 42475 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3655 , 36 ,   , A9 , 370 DONGAN HILLS AVENUE ,   , 10305 , 1 , 0 , 1 , 3040 , 936 , 1970 , 1 , A9 , 0 , 42485 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3656 , 43 ,   , A5 , 71 SLATER BOULEVARD ,   , 10305 , 1 , 0 , 1 , 4144 , 1280 , 1970 , 1 , A5 , 0 , 42716 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3656 , 149 ,   , A5 , 57 SLATER BOULEVARD ,   , 10305 , 1 , 0 , 1 , 2688 , 1280 , 1970 , 1 , A5 , 399999 , 42493 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3657 , 32 ,   , A1 , 50 SLATER BOULEVARD ,   , 10305 , 1 , 0 , 1 , 2800 , 1200 , 1975 , 1 , A1 , 415000 , 42584 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3657 , 75 ,   , A5 , 271 SEAVER AVENUE ,   , 10305 , 1 , 0 , 1 , 2576 , 1200 , 1965 , 1 , A5 , 425000 , 42713 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3658 , 43 ,   , A9 , 330 SEAVER AVENUE ,   , 10305 , 1 , 0 , 1 , 615 , 1224 , 1978 , 1 , A9 , 459000 , 42670 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3667 , 8 ,   , A5 , 61 MEADOW PLACE ,   , 10306 , 1 , 0 , 1 , 2007 , 1548 , 1999 , 1 , A5 , 525000 , 42661 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3668 , 20 ,   , A5 , 77 BOUNDARY AVENUE ,   , 10306 , 1 , 0 , 1 , 2050 , 1688 , 2001 , 1 , A5 , 469000 , 42632 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3669 , 7 ,   , A5 , 76 BOUNDARY AVENUE ,   , 10306 , 1 , 0 , 1 , 2300 , 1088 , 1960 , 1 , A5 , 431000 , 42643 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3670 , 20 ,   , A2 , 278 HULL AVENUE ,   , 10306 , 1 , 0 , 1 , 2000 , 744 , 1950 , 1 , A2 , 75000 , 42410 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3671 , 18 ,   , A5 , 111 HAVEN AVENUE ,   , 10306 , 1 , 0 , 1 , 1801 , 1304 , 2001 , 1 , A5 , 0 , 42457 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3673 , 6 ,   , A2 , 126 BOUNDARY AVENUE ,   , 10306 , 1 , 0 , 1 , 2640 , 564 , 1925 , 1 , A2 , 137800 , 42584 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3673 , 14 ,   , A5 , 300 ADAMS AVENUE ,   , 10306 , 1 , 0 , 1 , 2550 , 1200 , 1989 , 1 , A5 , 372500 , 42552 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3673 , 17 ,   , A6 , 135 HAVEN AVENUE ,   , 10306 , 1 , 0 , 1 , 1320 , 432 , 1925 , 1 , A6 , 210000 , 42445 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3679 , 4 ,   , A6 , 347 HUNTER AVENUE ,   , 10306 , 1 , 0 , 1 , 1980 , 334 , 1930 , 1 , A6 , 243800 , 42550 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3679 , 4 ,   , A6 , 347 HUNTER AVENUE ,   , 10306 , 1 , 0 , 1 , 1980 , 334 , 1930 , 1 , A6 , 0 , 42410 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3679 , 6 ,   , A5 , 341 HUNTER AVENUE ,   , 10306 , 1 , 0 , 1 , 1414 , 1500 , 2003 , 1 , A5 , 375107 , 42405 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3679 , 7 ,   , A5 , 339 HUNTER AVENUE ,   , 10306 , 1 , 0 , 1 , 2222 , 1500 , 2003 , 1 , A5 , 225000 , 42717 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3681 , 7 ,   , A5 , 387 STOBE AVENUE ,   , 10306 , 1 , 0 , 1 , 2300 , 1600 , 1975 , 1 , A5 , 420000 , 42696 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3681 , 10 ,   , A2 , 381 STOBE AVENUE ,   , 10306 , 1 , 0 , 1 , 4000 , 2856 , 1973 , 1 , A2 , 0 , 42444 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3681 , 40 ,   , A9 , 22 ROWAN AVENUE ,   , 10306 , 1 , 0 , 1 , 3800 , 1536 , 1975 , 1 , A9 , 415000 , 42509 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3681 , 77 ,   , A5 , 351 STOBE AVENUE ,   , 10306 , 1 , 0 , 1 , 3925 , 1536 , 1975 , 1 , A5 , 445000 , 42535 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3683 , 5 ,   , A2 , 385 ADAMS AVENUE ,   , 10306 , 1 , 0 , 1 , 5000 , 792 , 1940 , 1 , A2 , 310000 , 42459 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3683 , 64 ,   , A5 , 396 JEFFERSON AVENUE ,   , 10306 , 1 , 0 , 1 , 3428 , 1248 , 1970 , 1 , A5 , 425000 , 42660 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3684 , 20 ,   , A6 , 363 HUNTER AVENUE ,   , 10306 , 1 , 0 , 1 , 2068 , 644 , 1950 , 1 , A6 , 68900 , 42572 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3685 , 12 ,   , A5 , 274 HUNTER AVENUE ,   , 10306 , 1 , 0 , 1 , 3395 , 2703 , 2015 , 1 , A5 , 580403 , 42478 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3685 , 14 ,   , A5 , 276 HUNTER AVENUE ,   , 10306 , 1 , 0 , 1 , 3395 , 2703 , 2015 , 1 , A5 , 585493 , 42479 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3686 , 8 ,   , A2 , 298 HUNTER AVENUE ,   , 10306 , 1 , 0 , 1 , 1612 , 868 , 1930 , 1 , A2 , 0 , 42634 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3686 , 10 ,   , A2 , 302 HUNTER AVENUE ,   , 10306 , 1 , 0 , 1 , 3240 , 584 , 1930 , 1 , A2 , 440000 , 42409 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3686 , 65 ,   , A5 , 15 BEACHVIEW AVENUE ,   , 10306 , 1 , 0 , 1 , 2370 , 1860 , 2003 , 1 , A5 , 0 , 42419 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3691 , 18 ,   , A5 , 14 STACEY LANE ,   , 10306 , 1 , 0 , 1 , 2392 , 1400 , 1997 , 1 , A5 , 485900 , 42528 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3691 , 20 ,   , A5 , 16 STACEY LANE ,   , 10306 , 1 , 0 , 1 , 2208 , 1400 , 1997 , 1 , A5 , 465000 , 42405 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3691 , 44 ,   , A5 , 35 STACEY LANE ,   , 10306 , 1 , 0 , 1 , 2256 , 1400 , 1997 , 1 , A5 , 435000 , 42576 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3691 , 50 ,   , A5 , 27 STACEY LANE ,   , 10306 , 1 , 0 , 1 , 2184 , 1400 , 1997 , 1 , A5 , 500000 , 42635 
5, MIDLAND BEACH , 01 ONE FAMILY DWELLINGS                     , 1 , 3692 , 18 ,   , A2 , 16 ZWICKY AVENUE ,   , 10306 , 1 , 0 , 1 , 4700 , 1050 , 1955 , 1 , A2 , 470000 , 42613 
