Staten Island Rolling Sales File.  All Sales From February 2016 - January 2017.,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sales File as of 2/13/2017  Co-op Sales Files as of 2/11/2017,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Neighborhood Names and Descriptive Data as of 5/26/2016,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Building Class Category is based on Building Class at Time of Sale.,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
BOROUGH, NEIGHBORHOOD , BUILDING CLASS CATEGORY , TAX CLASS AT PRESENT , BLOCK , LOT , EASE-MENT , BUILDING CLASS AT PRESENT , ADDRESS , APARTMENT NUMBER , ZIP CODE , RESIDENTIAL UNITS , COMMERCIAL UNITS , TOTAL UNITS , LAND SQUARE FEET , GROSS SQUARE FEET , YEAR BUILT , TAX CLASS AT TIME OF SALE , BUILDING CLASS AT TIME OF SALE , SALE PRICE , SALE DATE 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1668 , 1140 ,   , R3 , 80 SELVIN LOOP ,   , 10303 , 1 , 0 , 1 , 0 , 0 , 1985 , 1 , R3 , 230000 , 42635 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1668 , 1142 ,   , R3 , 76 SELVIN LOOP ,   , 10303 , 1 , 0 , 1 , 0 , 0 , 1985 , 1 , R3 , 227500 , 42647 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1668 , 1156 ,   , R3 , 52 SELVIN LOOP ,   , 10303 , 1 , 0 , 1 , 0 , 0 , 1985 , 1 , R3 , 255000 , 42586 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1668 , 1165 ,   , R3 , 40 SELVIN LOOP ,   , 10303 , 1 , 0 , 1 , 0 , 0 , 1985 , 1 , R3 , 185000 , 42450 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1668 , 1175 ,   , R3 , 408 LISK AVENUE ,   , 10303 , 1 , 0 , 1 , 0 , 0 , 1985 , 1 , R3 , 195000 , 42614 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1668 , 1188 ,   , R3 , 424 LISK AVENUE ,   , 10303 , 1 , 0 , 1 , 0 , 0 , 1985 , 1 , R3 , 500 , 42583 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1668 , 1203 ,   , R3 , 432A LISK AVENUE ,   , 10303 , 1 , 0 , 1 , 0 , 0 , 1985 , 1 , R3 , 180000 , 42608 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1691 , 1002 ,   , R3 , 266A BRUCKNER AVENUE , 266A , 10303 , 1 , 0 , 1 , 0 , 0 , 1990 , 1 , R3 , 270000 , 42556 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1691 , 1023 ,   , R3 , 238 BRUCKNER AVENUE , 238 , 10303 , 1 , 0 , 1 , 0 , 0 , 1990 , 1 , R3 , 200000 , 42675 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1692 , 1109 ,   , R3 , 253 BRUCKNER AVENUE , 253 , 10303 , 1 , 0 , 1 , 0 , 0 , 1990 , 1 , R3 , 292000 , 42723 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 1692 , 1125 ,   , R3 , 16A JUPITER LANE , 16A , 10303 , 1 , 0 , 1 , 0 , 0 , 1990 , 1 , R3 , 225000 , 42597 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 2153 , 1004 ,   , R3 , 21C SIGNS ROAD ,   , 10314 , 1 , 0 , 1 , 0 , 0 , 1977 , 1 , R3 , 327000 , 42723 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 2153 , 1009 ,   , R3 , 17K SIGNS ROAD ,   , 10314 , 1 , 0 , 1 , 0 , 0 , 1977 , 1 , R3 , 0 , 42422 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 2153 , 1028 ,   , R3 , 11C SIGNS ROAD ,   , 10314 , 1 , 0 , 1 , 0 , 0 , 1977 , 1 , R3 , 285000 , 42460 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 2153 , 1034 ,   , R3 , 9C SIGNS ROAD ,   , 10314 , 1 , 0 , 1 , 0 , 0 , 1977 , 1 , R3 , 295000 , 42670 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 2153 , 1042 ,   , R3 , 7A SIGNS ROAD ,   , 10314 , 1 , 0 , 1 , 0 , 0 , 1977 , 1 , R3 , 335000 , 42682 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 2153 , 1047 ,   , R3 , 3B SIGNS ROAD ,   , 10314 , 1 , 0 , 1 , 0 , 0 , 1977 , 1 , R3 , 320000 , 42649 
5, BULLS HEAD , 04 TAX CLASS 1 CONDOS                       , 1A , 2153 , 1047 ,   , R3 , 3B SIGNS ROAD ,   , 10314 , 1 , 0 , 1 , 0 , 0 , 1977 , 1 , R3 , 0 , 42649 
5, BULLS HEAD , 22 STORE BUILDINGS                          , 4 , 1548 , 150 ,   , K1 , 1551 RICHMOND AVENUE ,   , 10314 , 0 , 1 , 1 , 40890 , 14401 , 2000 , 4 , K1 , 9275000 , 42628 
5, BULLS HEAD , 22 STORE BUILDINGS                          , 4 , 2158 , 45 ,   , K1 , 1720 RICHMOND AVENUE ,   , 10314 , 0 , 2 , 2 , 8000 , 4290 , 1975 , 4 , K1 , 1715000 , 42727 
5, BULLS HEAD , 31 COMMERCIAL VACANT LAND                   , 1 , 1706 , 21 ,   , S1 , 1816-1826 FOREST AVENUE ,   , 10303 , 1 , 1 , 2 , 18300 , 2800 , 1931 , 4 , V1 , 1800000 , 42671 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 315 , 59 ,   , A2 , 172 RAYMOND PLACE ,   , 10310 , 1 , 0 , 1 , 4300 , 1144 , 1955 , 1 , A2 , 0 , 42510 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 315 , 204 ,   , A2 , 14 DORE COURT ,   , 10310 , 1 , 0 , 1 , 9384 , 1196 , 1955 , 1 , A2 , 520000 , 42545 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 316 , 10 ,   , A1 , 187 RAYMOND PLACE ,   , 10310 , 1 , 0 , 1 , 3000 , 1152 , 1925 , 1 , A1 , 495000 , 42584 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 318 , 74 ,   , A2 , 11 ALPINE COURT ,   , 10310 , 1 , 0 , 1 , 4500 , 912 , 1955 , 1 , A2 , 0 , 42453 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 321 , 171 ,   , A2 , 53 BENEDICT AVENUE ,   , 10314 , 1 , 0 , 1 , 4200 , 1196 , 1965 , 1 , A2 , 575000 , 42723 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 321 , 175 ,   , A2 , 61 BENEDICT AVENUE ,   , 10314 , 1 , 0 , 1 , 4200 , 1196 , 1965 , 1 , A2 , 530000 , 42605 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 321 , 193 ,   , A2 , 56 BENEDICT AVENUE ,   , 10314 , 1 , 0 , 1 , 4800 , 1421 , 1960 , 1 , A2 , 0 , 42683 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 332 , 150 ,   , A1 , 2 FAIRVIEW AVENUE ,   , 10314 , 1 , 0 , 1 , 3375 , 1654 , 1925 , 1 , A1 , 310000 , 42489 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 334 , 19 ,   , A1 , 137 RICE AVENUE ,   , 10314 , 1 , 0 , 1 , 7285 , 1524 , 1930 , 1 , A1 , 0 , 42648 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 335 , 10 ,   , A1 , 140 RICE AVENUE ,   , 10314 , 1 , 0 , 1 , 4000 , 2000 , 1930 , 1 , A1 , 480000 , 42478 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 335 , 41 ,   , A1 , 85 FAIRVIEW AVENUE ,   , 10314 , 1 , 0 , 1 , 6000 , 1516 , 1954 , 1 , A1 , 535000 , 42492 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 336 , 37 ,   , A1 , 176 DRAKE AVENUE ,   , 10314 , 1 , 0 , 1 , 3240 , 1000 , 1930 , 1 , A1 , 0 , 42632 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 338 , 16 ,   , A1 , 219 POTTER AVENUE ,   , 10314 , 1 , 0 , 1 , 4000 , 1500 , 1955 , 1 , A1 , 650000 , 42709 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 345 , 3 ,   , A1 , 32 ELLSWORTH PLACE ,   , 10314 , 1 , 0 , 1 , 5000 , 1734 , 1935 , 1 , A1 , 610000 , 42628 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 345 , 10 ,   , A0 , 20 ELLSWORTH PLACE ,   , 10314 , 1 , 0 , 1 , 4500 , 1431 , 1950 , 1 , A0 , 0 , 42514 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 346 , 93 ,   , A1 , 172 POTTER AVENUE ,   , 10314 , 1 , 0 , 1 , 4000 , 1296 , 1910 , 1 , A1 , 478000 , 42580 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 346 , 103 ,   , A1 , 122 FAIRVIEW AVENUE ,   , 10314 , 1 , 0 , 1 , 6000 , 1510 , 1920 , 1 , A1 , 0 , 42513 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 346 , 237 ,   , A1 , 55 STURGES STREET ,   , 10314 , 1 , 0 , 1 , 4450 , 864 , 1955 , 1 , A2 , 0 , 42663 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 346 , 537 ,   , A2 , 82 GOVERNOR ROAD ,   , 10314 , 1 , 0 , 1 , 4100 , 1200 , 1950 , 1 , A2 , 475000 , 42443 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 351 , 112 ,   , A1 , 101 EGBERT AVENUE ,   , 10310 , 1 , 0 , 1 , 4360 , 1512 , 1920 , 1 , A1 , 559900 , 42684 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 352 , 5 ,   , A1 , 259 DUBOIS AVENUE ,   , 10310 , 1 , 0 , 1 , 3818 , 1560 , 1920 , 1 , A1 , 0 , 42733 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 352 , 28 ,   , A5 , 217 DUBOIS AVENUE ,   , 10310 , 1 , 0 , 1 , 2702 , 1200 , 2004 , 1 , A5 , 423000 , 42556 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 352 , 43 ,   , A1 , 1120 FOREST AVENUE ,   , 10310 , 1 , 0 , 1 , 3000 , 1024 , 1920 , 1 , A1 , 345000 , 42426 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 352 , 50 ,   , A1 , 160 GREENLEAF AVENUE ,   , 10310 , 1 , 0 , 1 , 3200 , 1184 , 1915 , 1 , A1 , 279500 , 42509 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 352 , 136 ,   , A1 , 143 EGBERT AVENUE ,   , 10310 , 1 , 0 , 1 , 3190 , 918 , 1920 , 1 , A1 , 0 , 42503 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 353 , 21 ,   , A5 , 25 MUNDY AVENUE ,   , 10310 , 1 , 0 , 1 , 2310 , 1300 , 2003 , 1 , A5 , 415000 , 42410 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 354 , 97 ,   , A9 , 175 EGBERT AVENUE ,   , 10310 , 1 , 0 , 1 , 2300 , 960 , 1980 , 1 , A5 , 399000 , 42677 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 354 , 129 ,   , A2 , 241 EGBERT AVENUE ,   , 10310 , 1 , 0 , 1 , 7940 , 1717 , 1950 , 1 , A2 , 370000 , 42475 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 354 , 163 ,   , A5 , 26 ZACHARY COURT ,   , 10310 , 1 , 0 , 1 , 1068 , 1600 , 1989 , 1 , A5 , 325000 , 42482 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 355 , 15 ,   , A1 , 154 MANOR ROAD ,   , 10310 , 1 , 0 , 1 , 5720 , 990 , 1935 , 1 , A1 , 365000 , 42496 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 355 , 46 ,   , A2 , 81 RAVENHURST AVENUE ,   , 10310 , 1 , 0 , 1 , 6210 , 1215 , 1955 , 1 , A2 , 150000 , 42487 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 355 , 71 ,   , A2 , 133 RAVENHURST AVENUE ,   , 10310 , 1 , 0 , 1 , 4500 , 1092 , 1955 , 1 , A2 , 440000 , 42565 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 355 , 102 ,   , A1 , 104 EGBERT AVENUE ,   , 10310 , 1 , 0 , 1 , 7080 , 1248 , 1920 , 1 , A1 , 0 , 42416 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 355 , 113 ,   , A1 , 90 EGBERT AVENUE ,   , 10310 , 1 , 0 , 1 , 5782 , 1145 , 1930 , 1 , A1 , 525000 , 42461 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 355 , 179 ,   , A1 , 240 EGBERT AVENUE ,   , 10310 , 1 , 0 , 1 , 4640 , 1317 , 1940 , 1 , A1 , 325000 , 42418 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 355 , 226 ,   , A5 , 188 EGBERT AVENUE ,   , 10310 , 1 , 0 , 1 , 798 , 1375 , 1991 , 1 , A5 , 275000 , 42467 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 355 , 301 ,   , A5 , 252 EGBERT AVENUE ,   , 10310 , 1 , 0 , 1 , 1087 , 1282 , 1990 , 1 , A5 , 180000 , 42738 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 356 , 196 ,   , A2 , 180 BENEDICT AVENUE ,   , 10314 , 1 , 0 , 1 , 6180 , 2121 , 1970 , 1 , A2 , 0 , 42472 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 356 , 333 ,   , A2 , 136 RAVENHURST AVENUE ,   , 10310 , 1 , 0 , 1 , 6000 , 4190 , 1983 , 1 , A2 , 0 , 42510 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 356 , 360 ,   , A2 , 82 RAVENHURST AVENUE ,   , 10310 , 1 , 0 , 1 , 4500 , 1092 , 1960 , 1 , A2 , 0 , 42564 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 357 , 126 ,   , A1 , 241 KINGSLEY AVENUE ,   , 10314 , 1 , 0 , 1 , 4500 , 2016 , 1950 , 1 , A1 , 620000 , 42501 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 358 , 44 ,   , A1 , 269 COLLEGE AVENUE ,   , 10314 , 1 , 0 , 1 , 7200 , 2424 , 1905 , 1 , A1 , 0 , 42535 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 358 , 54 ,   , A1 , 287 COLLEGE AVENUE ,   , 10314 , 1 , 0 , 1 , 3600 , 992 , 1950 , 1 , A0 , 470000 , 42583 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 361 , 57 ,   , A1 , 191 COLLEGE AVENUE ,   , 10314 , 1 , 0 , 1 , 3600 , 1384 , 1925 , 1 , A1 , 585000 , 42594 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 361 , 73 ,   , A1 , 227 COLLEGE AVENUE ,   , 10314 , 1 , 0 , 1 , 7200 , 1872 , 1899 , 1 , A1 , 750000 , 42655 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 362 , 46 ,   , A1 , 145 MAINE AVENUE ,   , 10314 , 1 , 0 , 1 , 3600 , 1348 , 1915 , 1 , A1 , 550000 , 42513 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 364 , 18 ,   , A1 , 97 MAINE AVENUE ,   , 10314 , 1 , 0 , 1 , 3600 , 1152 , 1920 , 1 , A1 , 560000 , 42744 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 365 , 18 ,   , A1 , 320 MANOR ROAD ,   , 10314 , 1 , 0 , 1 , 5300 , 1670 , 1920 , 1 , A1 , 0 , 42683 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 365 , 140 ,   , A1 , 50 MAINE AVENUE ,   , 10314 , 1 , 0 , 1 , 6298 , 1364 , 1925 , 1 , A1 , 565000 , 42570 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 365 , 177 ,   , A1 , 43 MERRIMAN AVENUE ,   , 10314 , 1 , 0 , 1 , 2444 , 1088 , 1920 , 1 , A1 , 0 , 42502 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 365 , 193 ,   , A0 , 28 MERRIMAN AVENUE ,   , 10314 , 1 , 0 , 1 , 5280 , 1805 , 1955 , 1 , A0 , 635000 , 42641 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 367 , 9 ,   , A2 , 28 KEIBER COURT ,   , 10314 , 1 , 0 , 1 , 4600 , 1042 , 1950 , 1 , A0 , 454000 , 42600 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 367 , 36 ,   , A1 , 17 JOAN PLACE ,   , 10314 , 1 , 0 , 1 , 4750 , 1228 , 1940 , 1 , A1 , 420000 , 42566 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 368 , 120 ,   , A3 , 37 SAWYER AVENUE ,   , 10314 , 1 , 0 , 1 , 4000 , 1800 , 1950 , 1 , A1 , 645000 , 42605 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 369 , 87 ,   , A2 , 75 CROWELL AVENUE ,   , 10314 , 1 , 0 , 1 , 6000 , 1498 , 1945 , 1 , A0 , 699900 , 42695 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 369 , 123 ,   , A2 , 121 KEMBALL AVENUE ,   , 10314 , 1 , 0 , 1 , 4040 , 1075 , 1955 , 1 , A2 , 222000 , 42664 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 372 , 19 ,   , A1 , 76 RAYMOND AVENUE ,   , 10314 , 1 , 0 , 1 , 3465 , 1299 , 1935 , 1 , A1 , 0 , 42718 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 373 , 102 ,   , A5 , 3 COALE AVENUE ,   , 10314 , 1 , 0 , 1 , 2000 , 960 , 1950 , 1 , A5 , 0 , 42562 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 374 , 141 ,   , A1 , 33 WESTCOTT BOULEVARD ,   , 10314 , 1 , 0 , 1 , 4000 , 1938 , 1930 , 1 , A1 , 562500 , 42522 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 374 , 183 ,   , A1 , 101 KEIBER COURT ,   , 10314 , 1 , 0 , 1 , 4000 , 1096 , 1945 , 1 , A1 , 0 , 42635 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 376 , 188 ,   , A1 , 184 KEIBER COURT ,   , 10314 , 1 , 0 , 1 , 4000 , 1300 , 1935 , 1 , A1 , 490000 , 42598 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 376 , 226 ,   , A1 , 195 KEIBER COURT ,   , 10314 , 1 , 0 , 1 , 4000 , 1500 , 1935 , 1 , A1 , 592000 , 42577 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 376 , 257 ,   , A1 , 152 CONSTANT AVENUE ,   , 10314 , 1 , 0 , 1 , 4040 , 1670 , 1950 , 1 , A0 , 0 , 42634 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1B , 377 , 1 ,   , V0 , 219 CHANDLER AVENUE ,   , 10314 , 1 , 0 , 1 , 4108 , 0 , 1957 , 1 , A1 , 730894 , 42548 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 377 , 2 ,   , A1 , 909 JEWETT AVENUE ,   , 10314 , 1 , 0 , 1 , 5283 , 2525 , 2015 , 1 , A1 , 799326 , 42559 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 377 , 228 ,   , A1 , 157 CROWELL AVENUE ,   , 10314 , 1 , 0 , 1 , 4000 , 1584 , 1930 , 1 , A1 , 505000 , 42408 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 377 , 238 ,   , A1 , 177 CROWELL AVENUE ,   , 10314 , 1 , 0 , 1 , 4000 , 1680 , 1925 , 1 , A1 , 480000 , 42697 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 377 , 323 ,   , A1 , 100 SAWYER AVENUE ,   , 10314 , 1 , 0 , 1 , 4444 , 2448 , 1950 , 1 , A1 , 0 , 42480 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 377 , 495 ,   , A1 , 96 SAWYER AVENUE ,   , 10314 , 1 , 0 , 1 , 4612 , 1356 , 1950 , 1 , A1 , 521000 , 42521 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 377 , 565 ,   , A1 , 148 CROWELL AVENUE ,   , 10314 , 1 , 0 , 1 , 4242 , 2500 , 1955 , 1 , A1 , 769000 , 42646 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 377 , 579 ,   , A1 , 190 WESTCOTT BOULEVARD ,   , 10314 , 1 , 0 , 1 , 4000 , 1376 , 1955 , 1 , A1 , 0 , 42664 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 377 , 593 ,   , A2 , 157 KEMBALL AVENUE ,   , 10314 , 1 , 0 , 1 , 4040 , 1854 , 1950 , 1 , A2 , 517000 , 42429 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 707 , 27 ,   , A1 , 6 SOMMERS LANE ,   , 10314 , 1 , 0 , 1 , 3504 , 1140 , 1899 , 1 , A1 , 236000 , 42550 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 707 , 438 ,   , A1 , 55 SOMMERS LANE ,   , 10314 , 1 , 0 , 1 , 4000 , 1564 , 1930 , 1 , A1 , 582500 , 42517 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 710 , 17 ,   , A1 , 30 JOSEPHINE STREET ,   , 10314 , 1 , 0 , 1 , 3625 , 860 , 1925 , 1 , A1 , 370000 , 42577 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 711 , 3 ,   , A1 , 16 GARDEN STREET ,   , 10314 , 1 , 0 , 1 , 3000 , 1012 , 1925 , 1 , A1 , 215000 , 42429 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 712 , 44 ,   , A5 , 85 GOWER STREET ,   , 10314 , 1 , 0 , 1 , 2300 , 1800 , 1994 , 1 , A5 , 405000 , 42719 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 712 , 60 ,   , A5 , 37 NORTH GANNON AVENUE ,   , 10314 , 1 , 0 , 1 , 1998 , 1216 , 1995 , 1 , A5 , 475000 , 42725 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 712 , 69 ,   , A5 , 18 PENN STREET ,   , 10314 , 1 , 0 , 1 , 2000 , 1216 , 1994 , 1 , A5 , 480000 , 42702 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 713 , 67 ,   , A1 , 19 MOUNTAINVIEW AVENUE ,   , 10314 , 1 , 0 , 1 , 5360 , 1652 , 1910 , 1 , A1 , 547500 , 42577 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 713 , 69 ,   , A1 , 17 MOUNTAINVIEW AVENUE ,   , 10314 , 1 , 0 , 1 , 5280 , 1534 , 1925 , 1 , A1 , 355000 , 42550 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 713 , 69 ,   , A1 , 17 MOUNTAINVIEW AVENUE ,   , 10314 , 1 , 0 , 1 , 5280 , 1534 , 1925 , 1 , A1 , 0 , 42544 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 713 , 109 ,   , A9 , 6 LESTER STREET ,   , 10314 , 1 , 0 , 1 , 5000 , 1144 , 1915 , 1 , A2 , 750000 , 42585 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 713 , 175 ,   , A5 , 125 NORTH GANNON AVENUE ,   , 10314 , 1 , 0 , 1 , 920 , 825 , 1960 , 1 , A5 , 299000 , 42473 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 716 , 32 ,   , A1 , 48 MOUNTAINVIEW AVENUE ,   , 10314 , 1 , 0 , 1 , 4000 , 1655 , 1930 , 1 , A1 , 549000 , 42611 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 716 , 42 ,   , A2 , 66 MOUNTAINVIEW AVENUE ,   , 10314 , 1 , 0 , 1 , 3500 , 1180 , 1945 , 1 , A2 , 34000 , 42508 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 717 , 37 ,   , A2 , 68 GANSEVOORT BOULEVARD ,   , 10314 , 1 , 0 , 1 , 6600 , 996 , 1960 , 1 , A2 , 530000 , 42724 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 718 , 60 ,   , A2 , 47 QUINLAN AVENUE ,   , 10314 , 1 , 0 , 1 , 6060 , 900 , 1955 , 1 , A2 , 0 , 42466 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 718 , 70 ,   , A1 , 33 QUINLAN AVENUE ,   , 10314 , 1 , 0 , 1 , 3960 , 1048 , 1930 , 1 , A1 , 425000 , 42727 
5, CASTLETON CORNERS , 01 ONE FAMILY DWELLINGS                     , 1 , 720 , 8 ,   , A1 , 90 GANSEVOORT BOULEVARD ,   , 10314 , 1 , 0 , 1 , 4641 , 1132 , 1901 , 1 , A1 , 0 , 42489 
