"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price.n","gross.sqft","land.sqft","years.built","cs.pricePERsqft"
"3719",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3809,13,NA," A5 "," 236 COLONY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42658,459800,1200,2000,2012,383.166666666667
"3724",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3810,9,NA," A2 "," 172 BADEN PLACE ","   "," 10306 ",1,0,1,1," A2 ",42598,112858,650,2250,1930,173.627692307692
"3725",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3810,13,NA," A1 "," 166 BADEN PLACE ","   "," 10306 ",1,0,1,1," A1 ",42558,307000,943,2000,1931,325.556733828208
"3729",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3811,23,NA," A6 "," 267 COLONY AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42450,149900,450,1120,1910,333.111111111111
"3730",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3812,21,NA," A1 "," 52 HEMPSTEAD AVENUE ","   "," 10306 ",1,0,1,1," A1 ",42452,325000,1124,1900,1930,289.14590747331
"3732",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3815,2,NA," A5 "," 611 LINCOLN AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42500,322500,1200,1282,1991,268.75
"3735",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3817,14,NA," A5 "," 1266B MASON AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42466,474900,1170,2000,2008,405.897435897436
"3736",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3817,40,NA," A5 "," 265 MORELAND STREET ","   "," 10306 ",1,0,1,1," A5 ",42517,445000,1400,2000,2004,317.857142857143
"3737",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3818,42,NA," A5 "," 267 KISWICK STREET ","   "," 10306 ",1,0,1,1," A5 ",42732,310000,1300,1600,1989,238.461538461538
"3738",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3819,30,NA," A6 "," 506 LINCOLN AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42591,335000,640,2250,1950,523.4375
"3741",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3830,38,NA," A5 "," 425 SLATER BLVD ","   "," 10305 ",1,0,1,1," A5 ",42423,605000,2316,3093,2006,261.226252158895
"3742",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3830,41,NA," A5 "," 431 SLATER BOULEVARD ","   "," 10305 ",1,0,1,1," A5 ",42550,671000,2316,3093,2006,289.723661485319
"3743",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3830,42,NA," A5 "," 433 SLATER BOULEVARD ","   "," 10305 ",1,0,1,1," A5 ",42423,665024,2316,3093,2006,287.14335060449
"3744",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3830,43,NA," A5 "," 785 FR CAPODANNO BLVD ","   "," 10305 ",1,0,1,1," A5 ",42423,566500,1400,2700,2003,404.642857142857
"3745",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3830,47,NA," A5 "," 795 FR CAPODANNO BLVD ","   "," 10305 ",1,0,1,1," A5 ",42668,484000,1400,1230,2003,345.714285714286
"3746",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3830,48,NA," A5 "," 797 FR CAPODANNO BLVD ","   "," 10305 ",1,0,1,1," A5 ",42426,501958,1400,1200,2003,358.541428571429
"3747",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3831,38,NA," A5 "," 677 SEAVER AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42501,395270,1600,1440,1992,247.04375
"3749",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3837,22,NA," A5 "," 596 QUINCY AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42409,475115,1270,2000,2006,374.106299212598
"3750",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3837,30,NA," A5 "," 712 LIBERTY AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42550,468838,1861,2250,2002,251.927995701236
"3751",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3837,31,NA," A5 "," 714 LIBERTY AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42529,484000,1861,2250,2002,260.075228371843
"3752",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3837,35,NA," A5 "," 722 LIBERTY AVENUE ","   "," 10305 ",1,0,1,1," A5 ",42578,440000,2015,2240,2009,218.362282878412
"3753",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3847,12,NA," A1 "," 24 IONA STREET ","   "," 10305 ",1,0,1,1," A1 ",42543,330000,781,1800,1920,422.535211267606
"3754",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3848,9,NA," A1 "," 6 CHEROKEE STREET ","   "," 10305 ",1,0,1,1," A1 ",42564,357500,1800,1800,1930,198.611111111111
"3756",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3849,10,NA," A6 "," 13 SIOUX STREET ","   "," 10305 ",1,0,1,1," A6 ",42606,217991,609,1800,1930,357.949096880131
"3759",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3850,10,NA," A2 "," 22 SIOUX STREET ","   "," 10305 ",1,0,1,1," A2 ",42487,171199,797,1800,1930,214.804265997491
"3760",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3850,12,NA," A2 "," 18 SIOUX STREET ","   "," 10305 ",1,0,1,1," A2 ",42501,278805,948,1800,1930,294.098101265823
"3762",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3859,116,NA," A5 "," 893 FR CAPODANNO BLVD ","   "," 10305 ",1,0,1,1," A5 ",42422,407644,1000,1101,2000,407.644
"3763",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3859,122,NA," A5 "," 5 IROQUOIS STREET ","   "," 10305 ",1,0,1,1," A5 ",42599,396000,1300,1400,1989,304.615384615385
"3764",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3871,3,NA," A6 "," 109 MAPLETON AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42675,223510,640,1160,1930,349.234375
"3765",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3871,9,NA," A6 "," 752 PATTERSON AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42571,37100,450,1800,1987,82.4444444444444
"3766",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3871,9,NA," A6 "," 752 PATTERSON AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42424,143061,450,1800,1987,317.913333333333
"3767",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3871,47,NA," A5 "," 1023 FR CAPODANNO BLVD ","   "," 10306 ",1,0,1,1," A5 ",42720,423000,1900,2400,1990,222.631578947368
"3768",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3871,50,NA," A6 "," 113 MAPLETON AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42401,150000,608,1945,1925,246.710526315789
"3769",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3871,51,NA," A6 "," 109A MAPLETON AVENUE ","   "," 10306 ",1,0,1,1," A6 ",42691,79717,500,1480,1930,159.434
"3770",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3873,68,NA," A5 "," 828 PATTERSON AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42635,450000,1968,1792,2001,228.658536585366
"3771",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3873,76,NA," A5 "," 1103 FR CAPODANNO BLVD ","   "," 10306 ",1,0,1,1," A5 ",42550,440000,1888,1888,2001,233.050847457627
"3772",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3873,110,NA," S1 "," 1061 FR CAPODANNO BLVD ","   "," 10306 ",1,1,2,1," S1 ",42732,220000,1480,1635,1989,148.648648648649
"3773",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3881,5,NA," A5 "," 519 GREELEY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42622,455000,1200,2000,2002,379.166666666667
"3774",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3881,24,NA," A5 "," 510 LINCOLN AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42537,566500,2050,3300,2005,276.341463414634
"3775",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3882,5,NA," A2 "," 541 GREELEY AVENUE ","   "," 10306 ",1,0,1,1," A2 ",42557,320159,1348,3000,1930,237.506676557863
"3777",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3884,2,NA," A5 "," 585 GREELEY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42514,383000,1520,2400,1975,251.973684210526
"3778",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3884,14,NA," A5 "," 1144 OLYMPIA BOULEVARD ","   "," 10306 ",1,0,1,1," A5 ",42586,316260,1100,1635,1920,287.509090909091
"3779",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3884,37,NA," A5 "," 327 COLONY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42422,390000,1660,2000,2004,234.939759036145
"3781",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3885,12,NA," A5 "," 982 NUGENT AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42481,367000,1200,2300,2003,305.833333333333
"3782",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3885,34,NA," A5 "," 524 GREELEY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42410,548836,2350,3000,2014,233.547234042553
"3784",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3885,51,NA," A2 "," 385 GRIMSBY STREET ","   "," 10306 ",1,0,1,1," A2 ",42405,550000,1067,6200,1920,515.463917525773
"3785",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3886,16,NA," A1 "," 384 GRIMSBY STREET ","   "," 10306 ",1,0,1,1," A1 ",42612,407925,2262,3000,1925,180.338196286472
"3786",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3886,16,NA," A1 "," 384 GRIMSBY ST ","   "," 10306 ",1,0,1,1," A1 ",42485,916808,2262,3000,1925,405.30857648099
"3787",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3886,32,NA," A5 "," 540 GREELEY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42565,555000,1822,3000,2011,304.610318331504
"3788",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3886,48,NA," A2 "," 375 FREEBORN STREET ","   "," 10306 ",1,0,1,1," A2 ",42607,270000,756,4500,1925,357.142857142857
"3789",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3886,52,NA," A2 "," 381 FREEBORN STREET ","   "," 10306 ",1,0,1,1," A2 ",42403,540000,1200,6000,1925,450
"3790",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3887,17,NA," A5 "," 380 FREEBORN STREET ","   "," 10306 ",1,0,1,1," A5 ",42444,486720,2020,2250,2015,240.950495049505
"3791",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3887,19,NA," A5 "," 376 FREEBORN STREET ","   "," 10306 ",1,0,1,1," A5 ",42438,495846,2020,2250,2015,245.468316831683
"3792",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3887,22,NA," A2 "," 366 FREEBORN STREET ","   "," 10306 ",1,0,1,1," A2 ",42599,402800,890,6000,1950,452.584269662921
"3794",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3887,51,NA," A6 "," 1203 OLYMPIA BOULEVARD ","   "," 10306 ",1,0,1,1," A6 ",42551,121900,432,2800,1935,282.175925925926
"3796",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3889,5,NA," A5 "," 342 COLONY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42551,415000,1344,2450,1975,308.779761904762
"3797",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3891,7,NA," A5 "," 378 COLONY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42516,422500,1200,2000,2005,352.083333333333
"3798",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3891,8,NA," A5 "," 376 COLONY AVENUE ","   "," 10306 ",1,0,1,1," A5 ",42425,400000,1200,2000,2005,333.333333333333
"3799",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3893,8,NA," A5 "," 378 BADEN PLACE ","   "," 10306 ",1,0,1,1," A5 ",42431,466440,1958,2250,2014,238.222676200204
"3801",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3901,8,NA," A1 "," 241 JACQUES AVENUE ","   "," 10306 ",1,0,1,1," A1 ",42717,415000,1088,2900,1925,381.433823529412
"3802",5," MIDLAND BEACH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",3905,6,NA," A2 "," 353 OTIS AVENUE ","   "," 10306 ",1,0,1,1," A2 ",42668,655000,1944,7500,1965,336.934156378601
"3803",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3650,40,NA," B3 "," 329 BUEL AVENUE ","   "," 10305 ",2,0,2,1," B3 ",42636,580000,2208,4080,1950,262.68115942029
"3804",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3650,66,NA," B1 "," 356 LIBERTY AVENUE ","   "," 10305 ",2,0,2,1," B1 ",42481,615000,1560,3000,1930,394.230769230769
"3805",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3652,45,NA," B2 "," 341 NAUGHTON AVENUE ","   "," 10305 ",2,0,2,1," B2 ",42664,626000,1410,2904,1980,443.971631205674
"3808",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3666,17,NA," B2 "," 43 BOUNDARY AVENUE ","   "," 10306 ",2,0,2,1," B2 ",42578,533131,1900,3567,1995,280.595263157895
"3810",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3671,23,NA," B2 "," 309 ADAMS AVENUE ","   "," 10306 ",2,0,2,1," B2 ",42627,565000,2016,3360,1970,280.257936507937
"3814",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3687,10,NA," B9 "," 319 HAMDEN AVENUE ","   "," 10306 ",2,0,2,1," B9 ",42724,548000,1200,2625,2005,456.666666666667
"3815",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3690,37,NA," B2 "," 291 MIDLAND AVENUE ","   "," 10306 ",2,0,2,1," B2 ",42619,660000,1776,4600,1970,371.621621621622
"3816",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3692,38,NA," B9 "," 329 LINCOLN AVENUE ","   "," 10306 ",2,0,2,1," B9 ",42674,558000,1600,2816,1998,348.75
"3817",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3697,37,NA," B9 "," 259 BOUNDARY AVENUE ","   "," 10306 ",2,0,2,1," B9 ",42598,666953,4213,4200,2015,158.308331355329
"3818",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3699,1,NA," B2 "," 269 RUDYARD STREET ","   "," 10306 ",2,0,2,1," B2 ",42508,600000,2400,3500,2007,250
"3820",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3704,57,NA," B2 "," 455 BUEL AVENUE ","   "," 10305 ",2,0,2,1," B2 ",42480,780000,2240,6240,1970,348.214285714286
"3822",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3710,13,NA," B2 "," 420 NAUGHTON AVENUE ","   "," 10305 ",2,0,2,1," B2 ",42424,615000,2376,4480,1980,258.838383838384
"3823",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3710,43,NA," B2 "," 193 SLATER BOULEVARD ","   "," 10305 ",2,0,2,1," B2 ",42436,760000,2080,4950,1970,365.384615384615
"3824",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3711,15,NA," B2 "," 152 SLATER BOULEVARD ","   "," 10305 ",2,0,2,1," B2 ",42430,680000,2400,4200,1970,283.333333333333
"3828",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3755,4,NA," B9 "," 788 OLYMPIA BOULEVARD ","   "," 10305 ",2,0,2,1," B9 ",42585,588500,2105,5639,2000,279.572446555819
"3829",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3755,17,NA," B9 "," 296 SLATER BOULEVARD ","   "," 10305 ",2,0,2,1," B9 ",42423,469210,2102,3307,2000,223.220742150333
"3831",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3797,16,NA," B9 "," 182 FREEBORN STREET ","   "," 10306 ",2,0,2,1," B9 ",42705,300000,1400,1900,1991,214.285714285714
"3832",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3800,21,NA," B2 "," 20 MAPLETON AVENUE ","   "," 10306 ",2,0,2,1," B2 ",42543,169600,1176,3500,1920,144.21768707483
"3833",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3802,5,NA," B9 "," 521 LINCOLN AVENUE ","   "," 10306 ",2,0,2,1," B9 ",42670,326300,880,4000,1945,370.795454545455
"3835",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3806,13,NA," B9 "," 190 COLONY AVENUE ","   "," 10306 ",2,0,2,1," B9 ",42688,170000,1800,2000,1988,94.4444444444444
"3836",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3806,13,NA," B9 "," 190 COLONY AVENUE ","   "," 10306 ",2,0,2,1," B9 ",42485,194478,1800,2000,1988,108.043333333333
"3837",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3871,39,NA," B9 "," 1007 FR CAPODANNO BLVD ","   "," 10306 ",2,0,2,1," B9 ",42660,550000,1400,2436,1990,392.857142857143
"3839",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3884,12,NA," B2 "," 1146 OLYMPIA BOULEVARD ","   "," 10306 ",2,0,2,1," B2 ",42564,302100,991,4000,1945,304.843592330979
"3840",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3888,23,NA," B1 "," 1184 OLYMPIA BOULEVARD ","   "," 10306 ",2,0,2,1," B1 ",42711,600000,2288,4465,1965,262.237762237762
"3842",5," MIDLAND BEACH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",3905,3,NA," B1 "," 363 OTIS AVENUE ","   "," 10306 ",2,0,2,1," B1 ",42622,686000,1873,6100,1965,366.257341163908
"3904",5," MIDLAND BEACH "," 07 RENTALS - WALKUP APARTMENTS              "," 2A ",3873,28,NA," C3 "," 770-776 PATTERSON AVENUE ","   "," 10306 ",4,0,4,2," C3 ",42691,381520,1716,4000,1931,222.331002331002
"3905",5," MIDLAND BEACH "," 22 STORE BUILDINGS                          "," 4 ",3670,7,NA," K1 "," 2026 HYLAN BOULEVARD ","   "," 10306 ",0,5,5,4," K1 ",42439,1900000,5000,10000,1985,380
"3923",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",17,95,NA," A1 "," 82 MONTGOMERY AVENUE ","   "," 10301 ",1,0,1,1," A1 ",42465,450000,1360,2500,1910,330.882352941176
"3924",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",19,44,NA," A5 "," 7 FORT PLACE ","   "," 10301 ",1,0,1,1," A5 ",42527,300000,1750,1650,1990,171.428571428571
"3928",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",24,43,NA," A1 "," 190 DANIEL LOW TERRACE ","   "," 10301 ",1,0,1,1," A1 ",42712,420000,2350,5000,1920,178.723404255319
"3929",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",26,51,NA," A1 "," 158 DANIEL LOW TERRACE ","   "," 10301 ",1,0,1,1," A1 ",42436,527453,1626,3250,2015,324.386838868389
"3930",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",26,52,NA," A1 "," 154 DANIEL LOW TERRACE ","   "," 10301 ",1,0,1,1," A1 ",42474,499000,1626,3250,2015,306.888068880689
"3932",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",28,97,NA," A1 "," 35 FT HILL CIRCLE ","   "," 10301 ",1,0,1,1," A1 ",42530,339690,2512,10074,1925,135.226910828025
"3933",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",30,1,NA," A1 "," 179 WESTERVELT AVENUE ","   "," 10301 ",1,0,1,1," A1 ",42746,260000,1296,2775,1925,200.617283950617
"3935",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",32,9,NA," A1 "," 226 HAMILTON AVENUE ","   "," 10301 ",1,0,1,1," A1 ",42688,359000,2208,4225,1920,162.590579710145
"3936",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",32,33,NA," A1 "," 218 HAMILTON AVENUE ","   "," 10301 ",1,0,1,1," A1 ",42433,349500,2000,2375,2010,174.75
"3938",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",37,38,NA," A9 "," 12 WINTER AVENUE ","   "," 10301 ",1,0,1,1," A1 ",42697,449000,2640,8850,1931,170.075757575758
"3939",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",37,58,NA," A2 "," 29 SCRIBNER AVENUE ","   "," 10301 ",1,0,1,1," A2 ",42608,263025,1120,5000,1940,234.84375
"3941",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",41,5,NA," A1 "," 46 LAYTON AVENUE ","   "," 10301 ",1,0,1,1," A1 ",42460,355000,1472,2498,2010,241.16847826087
"3942",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",41,43,NA," A1 "," 25 TAFT AVENUE ","   "," 10301 ",1,0,1,1," A1 ",42440,199000,1660,2500,1920,119.879518072289
"3943",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",49,92,NA," A1 "," 200 BEECHWOOD AVENUE ","   "," 10301 ",1,0,1,1," A1 ",42431,345000,1624,3525,1910,212.43842364532
"3944",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",49,121,NA," A1 "," 197 BEECHWOOD AVENUE ","   "," 10301 ",1,0,1,1," A1 ",42510,152000,1672,2900,1905,90.9090909090909
"3947",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",51,209,NA," A2 "," 116 WESTERVELT AVENUE ","   "," 10301 ",1,0,1,1," A2 ",42535,325000,810,10149,1950,401.234567901235
"3948",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",52,52,NA," A9 "," 63 YORK AVENUE ","   "," 10301 ",1,0,1,1," A9 ",42508,250000,1800,2375,1899,138.888888888889
"3950",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",54,39,NA," A1 "," 30 EAST BUCHANAN STREET ","   "," 10301 ",1,0,1,1," A1 ",42649,550000,1660,3808,1915,331.325301204819
"3952",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",55,41,NA," A1 "," 62 EAST BUCHANAN STREET ","   "," 10301 ",1,0,1,1," A1 ",42723,280000,1284,5130,1901,218.068535825545
"3953",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",55,45,NA," A1 "," 58 EAST BUCHANAN STREET ","   "," 10301 ",1,0,1,1," A1 ",42590,378000,1160,3850,1910,325.862068965517
"3954",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",56,52,NA," A1 "," 73 PROSPECT AVENUE ","   "," 10301 ",1,0,1,1," A1 ",42496,265000,1232,4995,1910,215.097402597403
"3955",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",57,51,NA," A1 "," 21 NASSAU STREET ","   "," 10301 ",1,0,1,1," A1 ",42657,359250,1372,3100,1920,261.844023323615
"3956",5," NEW BRIGHTON "," 01 ONE FAMILY DWELLINGS                     "," 1 ",59,14,NA," A1 "," 16 FILLMORE STREET ","   "," 10301 ",1,0,1,1," A1 ",42444,400530,1512,3487,2014,264.900793650794
